0.0829,0.4476
0.0810,0.4397
0.0810,0.4397
0.0174,0.2489
0.0028,0.1119
0.0040,0.1482
0.0026,0.1346
0.0030,0.1187
0.0020,0.0926
0.0034,0.1352
0.0018,0.1010
0.0021,0.1107
0.0021,0.1105
0.0029,0.1174
0.0017,0.1075
0.0026,0.1232
0.0018,0.1175
0.0019,0.1135
0.0015,0.1082
0.0026,0.1237
0.0013,0.1075
0.0014,0.1134
0.0014,0.1131
0.0023,0.1198
0.0013,0.1155
0.0017,0.1186
0.0011,0.1137
0.0013,0.1186
0.0010,0.1156
0.0010,0.1180
0.0007,0.1096
0.0008,0.1106
0.0008,0.1115
0.0010,0.1225
0.0006,0.1073
0.0008,0.1196
0.0005,0.1041
0.0006,0.1118
0.0004,0.1029
0.0004,0.1033
0.0002,0.0884
0.0003,0.0905
0.0002,0.0889
0.0002,0.0849
0.0001,0.0701
0.0001,0.0473
0.0001,0.0449
0.0000,0.0313
0.0000,0.0285
0.0000,0.0202
0.0000,0.0223
0.0000,0.0237
0.0000,0.0250
0.0000,0.0273
0.0000,0.0310
0.0000,0.0345
0.0000,0.0305
0.0000,0.0287
0.0000,0.0194
0.0000,0.0174
0.0000,0.0172
0.0000,0.0176
0.0000,0.0182
0.0000,0.0183
0.0000,0.0168
0.0000,0.0109
0.0000,0.0128
0.0000,0.0150
0.0000,0.0115
0.0000,0.0121
0.0000,0.0099
0.0000,0.0096
0.0000,0.0092
0.0000,0.0094
0.0000,0.0117
0.0000,0.0149
0.0000,0.0129
0.0000,0.0062
0.0000,0.0098
0.0000,0.0084
0.0000,0.0086
0.0000,0.0067
0.0000,0.0083
0.0000,0.0124
0.0000,0.0071
0.0000,0.0061
0.0000,0.0078
0.0000,0.0100
0.0000,0.0087
0.0000,0.0124
0.0000,0.0146
0.0000,0.0143
0.0000,0.0141
0.0000,0.0072
0.0000,0.0100
0.0000,0.0091
0.0000,0.0086
0.0000,0.0072
0.0000,0.0096
0.0000,0.0084
0.0000,0.0089
0.0000,0.0095
0.0000,0.0087
0.0000,0.0098
0.0000,0.0070
0.0000,0.0100
0.0000,0.0128
0.0000,0.0065
0.0000,0.0066
0.0000,0.0079
0.0000,0.0053
0.0000,0.0052
0.0000,0.0056
0.0000,0.0093
0.0000,0.0052
0.0000,0.0062
0.0000,0.0090
0.0000,0.0105
0.0000,0.0078
0.0000,0.0115
0.0000,0.0093
0.0000,0.0083
0.0000,0.0090
0.0000,0.0071
0.0000,0.0082
0.0000,0.0055
0.0000,0.0048
0.0000,0.0079
0.0000,0.0078
0.0000,0.0071
0.0000,0.0058
0.0000,0.0066
0.0000,0.0068
0.0000,0.0053
0.0000,0.0057
0.0000,0.0084
0.0000,0.0049
0.0000,0.0085
0.0000,0.0081
0.0000,0.0061
0.0000,0.0063
0.0000,0.0072
0.0000,0.0060
0.0000,0.0075
0.0000,0.0078
0.0000,0.0107
0.0000,0.0052
0.0000,0.0079
0.0000,0.0050
0.0000,0.0108
0.0000,0.0056
0.0000,0.0051
0.0000,0.0054
0.0000,0.0077
0.0000,0.0052
0.0000,0.0057
0.0000,0.0044
0.0000,0.0047
0.0000,0.0073
0.0000,0.0058
0.0000,0.0041
0.0000,0.0067
0.0000,0.0049
0.0000,0.0078
0.0000,0.0063
0.0000,0.0065
0.0000,0.0113
0.0000,0.0059
0.0000,0.0081
0.0000,0.0078
0.0000,0.0051
0.0000,0.0051
0.0000,0.0054
0.0000,0.0076
0.0000,0.0047
0.0000,0.0059
0.0000,0.0066
0.0000,0.0073
0.0000,0.0071
0.0000,0.0079
0.0000,0.0084
0.0000,0.0084
0.0000,0.0083
0.0000,0.0102
0.0000,0.0073
0.0000,0.0072
0.0000,0.0092
0.0000,0.0071
0.0000,0.0050
0.0000,0.0051
0.0000,0.0060
0.0000,0.0074
0.0000,0.0072
0.0000,0.0052
0.0000,0.0102
0.0000,0.0100
0.0000,0.0148
0.0000,0.0089
0.0000,0.0058
0.0000,0.0084
0.0000,0.0058
