0.0239,0.2411
0.0236,0.2384
0.0236,0.2385
0.0009,0.0712
0.0005,0.0548
0.0004,0.0561
0.0002,0.0409
0.0001,0.0394
0.0001,0.0292
0.0001,0.0372
0.0001,0.0340
0.0001,0.0311
0.0001,0.0311
0.0002,0.0422
0.0001,0.0249
0.0002,0.0400
0.0001,0.0238
0.0002,0.0389
0.0001,0.0234
0.0001,0.0363
0.0001,0.0240
0.0001,0.0268
0.0001,0.0266
0.0001,0.0359
0.0001,0.0327
0.0001,0.0343
0.0001,0.0324
0.0001,0.0337
0.0001,0.0350
0.0001,0.0349
0.0001,0.0361
0.0001,0.0355
0.0001,0.0356
0.0001,0.0357
0.0001,0.0340
0.0001,0.0338
0.0000,0.0314
0.0000,0.0310
0.0000,0.0297
0.0000,0.0265
0.0000,0.0247
0.0000,0.0242
0.0000,0.0244
0.0000,0.0213
0.0000,0.0194
0.0000,0.0167
0.0000,0.0168
0.0000,0.0151
0.0000,0.0135
0.0000,0.0108
0.0000,0.0110
0.0000,0.0112
0.0000,0.0113
0.0000,0.0100
0.0000,0.0096
0.0000,0.0104
0.0000,0.0081
0.0000,0.0091
0.0000,0.0071
0.0000,0.0062
0.0000,0.0065
0.0000,0.0071
0.0000,0.0069
0.0000,0.0070
0.0000,0.0049
0.0000,0.0072
0.0000,0.0054
0.0000,0.0057
0.0000,0.0053
0.0000,0.0062
0.0000,0.0048
0.0000,0.0055
0.0000,0.0054
0.0000,0.0049
0.0000,0.0058
0.0000,0.0052
0.0000,0.0058
0.0000,0.0049
0.0000,0.0048
0.0000,0.0050
0.0000,0.0053
0.0000,0.0055
0.0000,0.0049
0.0000,0.0049
0.0000,0.0051
0.0000,0.0045
0.0000,0.0041
0.0000,0.0047
0.0000,0.0056
0.0000,0.0038
0.0000,0.0045
0.0000,0.0046
0.0000,0.0046
0.0000,0.0040
0.0000,0.0038
0.0000,0.0040
0.0000,0.0041
0.0000,0.0034
0.0000,0.0037
0.0000,0.0032
0.0000,0.0037
0.0000,0.0036
0.0000,0.0035
0.0000,0.0033
0.0000,0.0031
0.0000,0.0042
0.0000,0.0036
0.0000,0.0029
0.0000,0.0033
0.0000,0.0031
0.0000,0.0031
0.0000,0.0030
0.0000,0.0031
0.0000,0.0036
0.0000,0.0039
0.0000,0.0032
0.0000,0.0038
0.0000,0.0032
0.0000,0.0040
0.0000,0.0038
0.0000,0.0036
0.0000,0.0036
0.0000,0.0033
0.0000,0.0031
0.0000,0.0030
0.0000,0.0030
0.0000,0.0026
0.0000,0.0044
0.0000,0.0034
0.0000,0.0028
0.0000,0.0032
0.0000,0.0031
0.0000,0.0031
0.0000,0.0025
0.0000,0.0045
0.0000,0.0027
0.0000,0.0025
0.0000,0.0032
0.0000,0.0044
0.0000,0.0028
0.0000,0.0030
0.0000,0.0028
0.0000,0.0030
0.0000,0.0024
0.0000,0.0025
0.0000,0.0032
0.0000,0.0022
0.0000,0.0028
0.0000,0.0027
0.0000,0.0027
0.0000,0.0025
0.0000,0.0025
0.0000,0.0023
0.0000,0.0045
0.0000,0.0030
0.0000,0.0028
0.0000,0.0028
0.0000,0.0033
0.0000,0.0022
0.0000,0.0025
0.0000,0.0038
0.0000,0.0040
0.0000,0.0038
0.0000,0.0025
0.0000,0.0028
0.0000,0.0021
0.0000,0.0027
0.0000,0.0025
0.0000,0.0040
0.0000,0.0033
0.0000,0.0023
0.0000,0.0024
0.0000,0.0025
0.0000,0.0020
0.0000,0.0032
0.0000,0.0028
0.0000,0.0024
0.0000,0.0018
0.0000,0.0021
0.0000,0.0026
0.0000,0.0038
0.0000,0.0038
0.0000,0.0034
0.0000,0.0025
0.0000,0.0021
0.0000,0.0026
0.0000,0.0025
0.0000,0.0022
0.0000,0.0028
0.0000,0.0027
0.0000,0.0023
0.0000,0.0022
0.0000,0.0022
0.0000,0.0026
0.0000,0.0023
0.0000,0.0029
0.0000,0.0023
0.0000,0.0030
0.0000,0.0025
0.0000,0.0019
0.0000,0.0018
