6.5365,0.1081,0.1099
3.3215,0.0443,0.0505
0.7708,0.0442,0.0505
0.7709,0.0096,0.0505
0.4411,0.0048,0.0226
0.2627,0.0025,0.0113
0.2720,0.0048,0.0187
0.2686,0.0027,0.0154
0.2625,0.0029,0.0147
0.2626,0.0042,0.0160
0.2695,0.0032,0.0154
0.2652,0.0039,0.0156
0.1226,0.0039,0.0156
0.1226,0.0024,0.0156
0.1243,0.0024,0.0151
0.1236,0.0025,0.0157
0.1250,0.0024,0.0150
0.1245,0.0026,0.0156
0.1277,0.0025,0.0151
0.1262,0.0027,0.0158
0.1297,0.0025,0.0151
0.1277,0.0028,0.0161
0.0778,0.0028,0.0161
0.0777,0.0024,0.0161
0.0851,0.0024,0.0148
0.0784,0.0025,0.0163
0.0847,0.0024,0.0152
0.0812,0.0026,0.0165
0.0882,0.0025,0.0155
0.0846,0.0027,0.0166
0.0923,0.0027,0.0160
0.0902,0.0028,0.0166
0.0638,0.0028,0.0166
0.0637,0.0026,0.0166
0.0678,0.0027,0.0163
0.0661,0.0028,0.0167
0.0687,0.0030,0.0174
0.0726,0.0031,0.0173
0.0772,0.0036,0.0181
0.0866,0.0042,0.0190
0.0944,0.0052,0.0203
0.1058,0.0063,0.0219
0.0695,0.0064,0.0220
0.0697,0.0050,0.0219
0.0726,0.0056,0.0226
0.0747,0.0061,0.0240
0.0809,0.0074,0.0261
0.0826,0.0084,0.0279
0.0829,0.0081,0.0271
0.0896,0.0089,0.0278
0.0820,0.0077,0.0267
0.0821,0.0099,0.0298
0.0671,0.0105,0.0291
0.0616,0.0077,0.0283
0.0650,0.0099,0.0326
0.0626,0.0101,0.0330
0.0680,0.0098,0.0330
0.0705,0.0092,0.0316
0.0707,0.0126,0.0342
0.0673,0.0116,0.0323
0.0608,0.0094,0.0322
0.0763,0.0148,0.0393
0.0586,0.0122,0.0341
0.0568,0.0159,0.0347
0.0598,0.0225,0.0414
0.0638,0.0319,0.0573
0.0804,0.0305,0.0644
0.0687,0.0342,0.0593
0.1027,0.0358,0.0684
0.0677,0.0429,0.0670
0.1438,0.1319,0.1208
0.1933,0.1164,0.1724
0.4368,0.1332,0.1615
0.7589,0.3195,0.1827
0.5528,0.2987,0.3686
819.2963,1298.4781,501.9225
6.3821,3.2151,3.9914
78.9444,42.3358,14.9784
969.4615,348.6169,83.6590
716.7956,485.3591,137.6236
75.1412,82.6695,35.2716
44626.2031,6253.1611,812.8663
542.0012,3367.5762,1489.2119
304153.9062,45097.5234,222.4378
72.2970,76.3949,119.4921
0.8652,1.7416,3.3255
24.3296,39.5116,32.3743
6.7695,10.4039,9.0993
227.3701,163.6266,16.6501
0.9698,2.0905,2.4649
0.7072,1.5882,1.7029
0.9258,2.3458,0.8444
8.8812,2.9087,1.6190
1.1222,1.1515,0.9679
0.5878,0.4408,0.5758
0.2004,0.1902,0.2259
0.1455,0.1116,0.0646
0.1725,0.1791,0.1274
0.1384,0.1294,0.0941
0.1264,0.1008,0.0718
0.9376,0.1925,0.1096
0.1228,0.0887,0.0491
0.0899,0.0930,0.0536
0.0918,0.0294,0.0527
0.0815,0.0288,0.0420
0.0792,0.0273,0.0487
0.0797,0.0316,0.0376
0.0761,0.0243,0.0379
0.0777,0.0322,0.0382
0.0764,0.0260,0.0407
0.0898,0.0349,0.0538
0.0735,0.0231,0.0370
0.0639,0.0245,0.0357
0.0599,0.0229,0.0321
0.0701,0.0283,0.0430
0.0725,0.0280,0.0395
0.0651,0.0246,0.0386
0.0657,0.0260,0.0386
0.0630,0.0244,0.0361
0.0625,0.0219,0.0333
0.0650,0.0206,0.0329
0.0631,0.0217,0.0311
0.0546,0.0216,0.0328
0.0625,0.0185,0.0377
0.0588,0.0231,0.0371
0.0544,0.0164,0.0304
0.0539,0.0141,0.0301
0.0593,0.0179,0.0321
0.0545,0.0165,0.0290
0.0531,0.0151,0.0288
