0.0000,0.0115
0.0000,0.0103
0.0000,0.0093
0.0000,0.0106
0.0000,0.0092
0.0000,0.0111
0.0000,0.0111
0.0000,0.0090
0.0000,0.0089
0.0000,0.0099
0.0000,0.0121
0.0000,0.0116
0.0000,0.0120
0.0000,0.0106
0.0000,0.0123
0.0000,0.0101
0.0000,0.0088
0.0000,0.0100
0.0000,0.0102
0.0000,0.0091
0.0000,0.0103
0.0000,0.0097
0.0000,0.0120
0.0000,0.0101
0.0000,0.0136
0.0000,0.0098
0.0000,0.0115
0.0000,0.0089
0.0000,0.0098
0.0000,0.0133
0.0000,0.0100
0.0000,0.0104
0.0000,0.0122
0.0000,0.0101
0.0000,0.0111
0.0000,0.0104
0.0000,0.0109
0.0000,0.0096
0.0000,0.0105
0.0000,0.0121
0.0000,0.0102
0.0000,0.0099
0.0000,0.0124
0.0000,0.0110
0.0000,0.0095
0.0000,0.0097
0.0000,0.0116
0.0000,0.0100
0.0000,0.0093
0.0000,0.0087
0.0000,0.0091
0.0000,0.0094
0.0000,0.0083
0.0000,0.0089
0.0000,0.0101
0.0000,0.0092
0.0000,0.0093
0.0000,0.0087
0.0000,0.0095
0.0000,0.0093
0.0000,0.0093
0.0000,0.0088
0.0000,0.0096
0.0000,0.0086
0.0000,0.0089
0.0000,0.0088
0.0000,0.0093
0.0000,0.0101
0.0000,0.0095
0.0000,0.0095
0.0000,0.0097
0.0000,0.0096
0.0000,0.0095
0.0000,0.0096
0.0000,0.0090
0.0000,0.0088
0.0000,0.0102
0.0000,0.0093
0.0000,0.0086
0.0000,0.0094
0.0000,0.0090
0.0000,0.0094
0.0000,0.0095
0.0000,0.0102
0.0000,0.0104
0.0000,0.0093
0.0000,0.0085
0.0000,0.0095
0.0000,0.0094
0.0000,0.0093
0.0000,0.0086
0.0000,0.0095
0.0000,0.0093
0.0000,0.0102
0.0000,0.0091
0.0000,0.0095
0.0000,0.0101
0.0000,0.0086
0.0000,0.0087
0.0000,0.0091
0.0000,0.0099
0.0000,0.0092
0.0000,0.0098
0.0000,0.0093
0.0000,0.0097
0.0000,0.0080
0.0000,0.0088
0.0000,0.0093
0.0000,0.0082
0.0000,0.0096
0.0000,0.0086
0.0000,0.0092
0.0000,0.0096
0.0000,0.0088
0.0000,0.0094
0.0000,0.0094
0.0000,0.0080
0.0000,0.0091
0.0000,0.0094
0.0000,0.0096
0.0000,0.0098
0.0000,0.0100
0.0000,0.0096
0.0000,0.0099
0.0000,0.0094
0.0000,0.0090
0.0000,0.0095
0.0000,0.0101
0.0000,0.0099
0.0000,0.0090
0.0000,0.0101
0.0000,0.0094
0.0000,0.0103
0.0000,0.0089
0.0000,0.0098
0.0000,0.0101
0.0000,0.0091
0.0000,0.0088
0.0000,0.0085
0.0000,0.0095
0.0000,0.0094
0.0000,0.0095
0.0000,0.0096
0.0000,0.0106
0.0000,0.0092
0.0000,0.0104
0.0000,0.0093
0.0000,0.0089
0.0000,0.0089
0.0000,0.0089
0.0000,0.0093
0.0000,0.0091
0.0000,0.0094
