6.6469,0.1248,0.0966
2.4006,0.0550,0.0385
0.8765,0.0550,0.0385
0.8767,0.0070,0.0385
0.4169,0.0027,0.0152
0.2401,0.0015,0.0087
0.3484,0.0031,0.0171
0.3402,0.0031,0.0163
0.3253,0.0041,0.0162
0.3336,0.0039,0.0156
0.3351,0.0044,0.0157
0.3313,0.0042,0.0148
0.2077,0.0042,0.0148
0.2077,0.0023,0.0148
0.2147,0.0030,0.0160
0.2115,0.0024,0.0150
0.2128,0.0026,0.0154
0.2124,0.0025,0.0151
0.2161,0.0027,0.0155
0.2163,0.0026,0.0153
0.2174,0.0028,0.0155
0.2182,0.0026,0.0151
0.1541,0.0026,0.0151
0.1540,0.0023,0.0151
0.1583,0.0029,0.0162
0.1548,0.0022,0.0150
0.1591,0.0028,0.0163
0.1572,0.0023,0.0150
0.1610,0.0028,0.0163
0.1611,0.0024,0.0153
0.1643,0.0029,0.0164
0.1678,0.0026,0.0157
0.1183,0.0026,0.0157
0.1184,0.0024,0.0157
0.1216,0.0029,0.0167
0.1189,0.0025,0.0157
0.1213,0.0027,0.0163
0.1263,0.0029,0.0167
0.1352,0.0033,0.0168
0.1676,0.0040,0.0180
0.1902,0.0053,0.0196
0.2285,0.0063,0.0205
0.1381,0.0064,0.0205
0.1381,0.0054,0.0206
0.1483,0.0063,0.0221
0.1578,0.0071,0.0231
0.1621,0.0073,0.0230
0.1772,0.0085,0.0252
0.1733,0.0082,0.0249
0.1890,0.0085,0.0242
0.1994,0.0087,0.0244
0.1823,0.0085,0.0249
0.1204,0.0086,0.0248
0.1212,0.0071,0.0248
0.1229,0.0074,0.0250
0.1239,0.0076,0.0262
0.1348,0.0083,0.0263
0.1282,0.0083,0.0259
0.1317,0.0084,0.0263
0.1326,0.0088,0.0273
0.1294,0.0084,0.0269
0.1372,0.0090,0.0271
0.0883,0.0086,0.0269
0.0880,0.0083,0.0271
0.0875,0.0086,0.0277
0.0872,0.0084,0.0271
0.0879,0.0083,0.0273
0.0853,0.0079,0.0263
0.0880,0.0083,0.0271
0.0876,0.0083,0.0272
0.0863,0.0079,0.0258
0.0866,0.0079,0.0262
0.0661,0.0080,0.0263
0.0663,0.0089,0.0262
0.0675,0.0091,0.0267
0.0683,0.0093,0.0275
0.0656,0.0082,0.0257
0.0665,0.0086,0.0260
0.0658,0.0087,0.0262
0.0675,0.0089,0.0268
0.0665,0.0083,0.0260
0.0669,0.0080,0.0253
0.0546,0.0078,0.0253
0.0550,0.0063,0.0251
0.0543,0.0061,0.0247
0.0540,0.0064,0.0253
0.0535,0.0064,0.0252
0.0539,0.0064,0.0253
0.0535,0.0063,0.0248
0.0537,0.0063,0.0248
0.0536,0.0062,0.0249
0.0535,0.0063,0.0251
0.0479,0.0063,0.0250
0.0479,0.0061,0.0251
0.0475,0.0058,0.0244
0.0473,0.0058,0.0241
0.0479,0.0059,0.0249
0.0471,0.0057,0.0241
0.0469,0.0057,0.0240
0.0466,0.0056,0.0239
0.0469,0.0056,0.0241
0.0473,0.0057,0.0245
0.0436,0.0056,0.0244
0.0436,0.0056,0.0244
0.0432,0.0054,0.0238
0.0431,0.0054,0.0239
0.0429,0.0053,0.0237
0.0429,0.0054,0.0236
0.0430,0.0054,0.0239
0.0424,0.0053,0.0234
0.0425,0.0053,0.0234
0.0426,0.0054,0.0239
0.0388,0.0053,0.0237
0.0388,0.0055,0.0238
0.0391,0.0055,0.0235
0.0389,0.0055,0.0238
0.0387,0.0054,0.0235
0.0388,0.0054,0.0236
0.0386,0.0053,0.0233
0.0387,0.0053,0.0232
0.0384,0.0053,0.0231
0.0384,0.0052,0.0228
0.0360,0.0052,0.0228
0.0362,0.0050,0.0229
0.0363,0.0052,0.0235
0.0356,0.0050,0.0227
0.0362,0.0049,0.0227
0.0361,0.0049,0.0228
0.0358,0.0048,0.0223
0.0358,0.0048,0.0223
0.0360,0.0049,0.0227
0.0361,0.0049,0.0227
0.0343,0.0048,0.0227
0.0343,0.0049,0.0228
0.0338,0.0048,0.0223
0.0337,0.0048,0.0221
0.0337,0.0048,0.0221
0.0342,0.0050,0.0230
0.0341,0.0049,0.0226
0.0339,0.0049,0.0228
0.0336,0.0050,0.0227
0.0342,0.0052,0.0233
0.0328,0.0052,0.0234
0.0329,0.0051,0.0234
0.0320,0.0048,0.0223
0.0321,0.0048,0.0224
0.0317,0.0047,0.0223
0.0322,0.0048,0.0225
0.0321,0.0047,0.0223
0.0321,0.0047,0.0223
0.0321,0.0046,0.0221
0.0319,0.0046,0.0218
0.0305,0.0046,0.0218
0.0306,0.0045,0.0217
0.0312,0.0047,0.0225
0.0310,0.0047,0.0223
0.0304,0.0046,0.0220
0.0310,0.0047,0.0226
0.0308,0.0046,0.0223
0.0305,0.0045,0.0220
0.0311,0.0047,0.0226
0.0310,0.0047,0.0225
0.0301,0.0046,0.0223
0.0301,0.0046,0.0223
0.0293,0.0044,0.0216
0.0300,0.0046,0.0222
0.0296,0.0046,0.0222
0.0297,0.0047,0.0223
0.0296,0.0046,0.0221
0.0296,0.0046,0.0222
0.0294,0.0047,0.0221
0.0300,0.0049,0.0229
0.0291,0.0049,0.0229
0.0291,0.0048,0.0229
0.0286,0.0047,0.0223
0.0289,0.0048,0.0226
0.0289,0.0047,0.0225
0.0282,0.0046,0.0221
0.0287,0.0047,0.0225
0.0286,0.0047,0.0225
0.0283,0.0046,0.0222
0.0289,0.0048,0.0229
0.0283,0.0047,0.0228
0.0282,0.0047,0.0228
0.0277,0.0045,0.0221
0.0279,0.0045,0.0222
0.0276,0.0045,0.0219
0.0275,0.0044,0.0218
0.0279,0.0045,0.0220
0.0281,0.0046,0.0224
0.0276,0.0045,0.0219
0.0281,0.0046,0.0226
0.0273,0.0046,0.0225
0.0274,0.0048,0.0226
0.0271,0.0047,0.0223
0.0270,0.0047,0.0223
0.0272,0.0047,0.0224
0.0269,0.0046,0.0219
0.0268,0.0047,0.0221
0.0274,0.0049,0.0231
0.0268,0.0047,0.0222
0.0271,0.0047,0.0222
