40.5921,3.5359,1.4560
1.2997,0.0462,0.0290
0.1983,0.0462,0.0290
0.1983,0.0074,0.0290
0.2553,0.0079,0.0325
0.2535,0.0084,0.0361
0.3074,0.0091,0.0394
0.4553,0.0117,0.0494
0.6274,0.0147,0.0552
0.8677,0.0183,0.0683
0.7807,0.0168,0.0635
0.7578,0.0168,0.0627
0.2989,0.0168,0.0627
0.2989,0.0055,0.0627
0.3312,0.0056,0.0679
0.3056,0.0054,0.0646
0.3285,0.0057,0.0708
0.3404,0.0061,0.0710
0.3441,0.0064,0.0667
0.4131,0.0077,0.0688
0.4688,0.0087,0.0756
0.3712,0.0074,0.0674
0.2293,0.0074,0.0674
0.2293,0.0043,0.0674
0.2711,0.0047,0.0749
0.2416,0.0042,0.0522
0.2771,0.0048,0.0745
0.2489,0.0043,0.0691
0.2278,0.0045,0.0691
0.3048,0.0049,0.0797
0.2374,0.0042,0.0673
0.2890,0.0047,0.0780
0.1552,0.0047,0.0780
0.1552,0.0037,0.0780
0.1551,0.0037,0.0743
0.1462,0.0036,0.0722
0.1514,0.0036,0.0750
0.1468,0.0035,0.0733
0.1506,0.0036,0.0749
0.1349,0.0033,0.0660
0.1667,0.0039,0.0829
0.1575,0.0037,0.0815
0.0881,0.0037,0.0815
0.0881,0.0029,0.0815
0.0778,0.0027,0.0718
0.0862,0.0028,0.0760
0.0828,0.0027,0.0735
0.0769,0.0026,0.0683
0.0758,0.0026,0.0680
0.0787,0.0026,0.0687
0.0812,0.0027,0.0769
0.0791,0.0027,0.0723
0.0752,0.0027,0.0723
0.0752,0.0027,0.0723
0.0739,0.0026,0.0684
0.0733,0.0026,0.0713
0.0705,0.0026,0.0688
0.0672,0.0025,0.0647
0.0898,0.0030,0.0875
0.0675,0.0025,0.0666
0.0738,0.0025,0.0640
0.0632,0.0023,0.0605
0.0523,0.0023,0.0605
0.0523,0.0021,0.0605
0.0634,0.0025,0.0725
0.0576,0.0024,0.0656
0.0589,0.0024,0.0679
0.0659,0.0026,0.0727
0.0572,0.0024,0.0666
0.0677,0.0024,0.0704
0.0612,0.0024,0.0681
0.0626,0.0025,0.0734
0.0542,0.0025,0.0734
0.0542,0.0022,0.0734
0.0564,0.0022,0.0727
0.0545,0.0022,0.0709
0.0501,0.0020,0.0625
0.0574,0.0023,0.0695
0.0720,0.0026,0.0733
0.1301,0.0040,0.0701
0.1081,0.0033,0.0748
0.0704,0.0025,0.0652
0.0553,0.0025,0.0652
0.0553,0.0021,0.0652
0.1004,0.0028,0.0773
0.0652,0.0022,0.0685
0.0816,0.0023,0.0694
0.0922,0.0025,0.0705
0.0868,0.0025,0.0724
0.0870,0.0024,0.0683
0.0890,0.0025,0.0686
0.0949,0.0025,0.0698
0.0789,0.0025,0.0698
0.0789,0.0023,0.0698
0.1498,0.0032,0.0784
0.1015,0.0026,0.0685
0.0601,0.0020,0.0640
0.1053,0.0026,0.0760
0.0990,0.0026,0.0743
0.0637,0.0021,0.0663
0.1066,0.0026,0.0754
0.1005,0.0026,0.0741
0.0913,0.0026,0.0741
0.0913,0.0024,0.0741
